66,3,9,4,4,8,0,0,1,101,86,39,15,0,226802
48,3,11,15,3,3,5,3,1,101,86,23,15,0,89814
42,2,5,5,3,7,5,3,1,101,86,39,15,1,336951
58,3,13,8,3,8,5,0,1,5,86,39,15,1,160323
32,6,13,8,4,10,0,3,0,101,86,25,15,0,103497
72,3,1,9,4,2,4,3,1,101,86,25,15,0,198693
65,6,11,15,4,10,1,0,1,101,86,39,15,0,227026
25,7,3,0,3,4,5,3,1,75,86,30,15,1,104626
51,3,13,8,4,2,1,3,0,101,86,39,15,0,369667
14,3,14,1,3,13,5,3,1,101,86,77,15,0,104996
52,3,11,15,3,8,5,3,1,43,86,39,15,1,184454
61,0,8,10,3,9,5,3,1,101,86,39,15,0,212465
15,3,11,15,4,9,4,3,0,101,86,91,15,0,82091
27,6,11,15,3,10,5,3,1,101,86,90,15,0,299831
24,3,11,15,3,8,5,3,1,75,86,57,15,1,279724
20,3,6,6,3,5,5,3,1,101,86,23,15,1,346189
59,1,13,8,4,2,0,3,1,101,86,93,15,0,444554
20,3,11,15,3,9,2,3,0,101,86,25,15,0,128354
40,3,11,15,0,8,1,3,0,101,86,67,15,0,60548
35,3,0,14,3,4,5,2,1,101,86,54,6,1,85019
72,3,8,10,3,11,5,3,1,101,86,32,15,1,107914
72,3,13,8,4,2,0,0,0,101,86,90,15,0,238588
12,6,14,1,2,10,4,3,0,101,86,55,15,0,132015
66,3,8,10,4,4,4,3,1,101,86,35,38,0,220931
66,3,8,10,3,4,5,3,1,101,86,39,15,0,205947
19,7,11,15,3,13,5,3,1,115,86,74,15,1,432824
69,3,11,15,4,9,0,3,1,101,86,67,15,0,236427
44,3,11,15,6,8,1,0,1,101,86,51,15,0,134446
5,3,11,15,3,13,5,3,1,101,86,90,15,0,99516
6,7,13,8,4,4,4,3,1,101,86,2,15,0,109282
56,1,13,8,3,5,5,0,1,5,86,16,15,1,106444
7,7,9,4,0,2,1,3,0,101,86,23,15,0,186651
51,7,8,10,4,0,4,3,1,101,86,23,15,0,188274
44,2,13,8,3,7,5,3,1,101,86,39,15,0,258120
15,3,11,15,2,5,1,3,0,101,86,39,15,0,43311
52,6,11,15,3,10,5,3,1,101,86,39,15,0,191846
61,2,8,10,3,4,5,3,1,101,86,39,15,1,403681
69,3,7,12,4,1,4,3,1,101,86,23,0,0,248446
38,3,1,9,4,8,4,3,1,101,86,39,15,0,269430
59,3,11,15,4,13,0,3,1,101,86,39,15,0,257509
52,3,6,6,3,4,5,3,1,101,86,23,15,1,136384
58,4,12,7,3,0,5,3,1,101,86,54,15,1,120277
61,3,11,15,3,3,5,3,1,101,86,39,15,0,465326
65,3,9,4,3,2,5,3,1,101,86,39,15,0,103634
59,1,13,8,4,3,0,3,1,101,86,30,15,0,138371
42,3,12,7,3,4,2,3,0,101,86,68,15,1,242832
63,3,14,1,3,13,5,3,1,101,86,39,31,0,290208
5,3,13,8,3,14,5,3,1,46,86,23,15,0,186272
47,3,9,4,6,1,4,0,0,101,86,80,15,0,201062
7,4,11,15,0,5,4,3,0,101,86,23,15,0,131916
32,3,13,8,4,2,0,3,1,101,86,67,15,0,54440
63,3,11,15,2,12,0,0,1,101,86,39,15,0,280215
4,3,13,8,4,2,0,3,0,101,22,41,15,0,214399
69,3,11,15,4,2,4,3,1,27,86,2,15,1,54164
48,3,2,2,1,5,4,3,1,101,86,51,31,0,219446
4,3,13,8,4,9,0,3,0,101,86,39,15,0,110677
25,3,11,15,3,13,5,3,1,101,86,39,15,0,145985
72,2,8,10,3,5,5,3,1,75,86,23,15,1,382078
49,4,11,15,3,5,5,3,1,122,86,23,15,1,170721
21,3,11,15,3,12,5,3,1,101,86,39,15,0,269705
1,3,8,10,4,5,4,3,0,101,86,23,15,0,101135
63,3,13,8,2,0,4,3,1,101,86,39,15,0,118429
15,3,6,6,4,5,4,3,0,101,86,39,15,0,31208
21,3,11,15,4,8,0,3,0,101,86,39,15,0,281384
13,2,11,15,2,9,4,3,0,101,86,39,15,0,171807
8,3,8,10,4,2,4,3,0,101,86,39,6,0,109912
8,4,5,5,3,13,5,3,1,66,86,2,15,1,445382
67,3,13,8,4,2,0,3,1,101,86,67,15,0,105460
56,3,11,15,6,14,4,3,1,101,86,39,15,0,170338
20,3,11,15,3,0,5,3,1,101,86,57,15,0,102606
14,3,13,8,3,5,5,3,1,66,86,54,15,1,323887
56,3,12,7,3,11,5,3,1,101,86,39,15,0,175622
1,3,11,15,3,8,5,3,1,101,86,39,31,0,229636
4,3,13,8,6,12,4,3,0,101,86,39,15,0,388946
56,3,13,8,3,13,5,1,1,101,86,39,40,0,269034
38,6,1,9,4,10,0,3,1,101,86,39,15,0,165361
8,3,11,15,3,8,5,3,1,101,86,23,15,0,75012
54,4,11,15,3,0,5,3,1,101,86,25,15,0,174379
71,3,11,15,3,14,5,3,1,101,86,39,15,0,312477
59,3,13,8,4,9,4,3,0,101,86,39,15,0,72055
19,4,13,8,3,8,5,3,1,101,86,23,15,0,67001
44,3,8,10,4,5,4,3,1,101,86,39,15,0,213734
51,3,13,8,6,2,4,3,1,101,53,39,15,0,83141
58,4,11,15,3,13,5,3,1,67,86,23,6,1,223881
3,7,13,8,3,13,5,3,1,101,86,23,15,0,113752
20,3,11,15,6,8,4,3,0,101,86,66,15,0,170482
59,0,9,4,4,2,0,3,0,101,86,77,15,0,244689
14,3,11,15,3,0,5,3,1,101,86,3,15,1,160631
51,0,13,8,4,6,4,3,1,101,86,39,15,0,228724
8,6,6,6,3,10,2,3,0,5,86,77,15,1,38434
18,3,8,10,4,5,4,3,0,101,86,93,15,0,292946
2,0,14,1,4,2,4,0,1,101,86,67,15,0,77443
21,3,6,6,3,4,2,3,0,122,86,77,15,1,176410
18,0,8,10,2,9,4,3,1,101,86,39,15,0,98984
72,3,6,6,4,2,4,4,1,101,86,39,15,0,198751
59,3,11,15,4,12,0,3,1,101,86,39,15,0,479296
66,3,8,10,4,5,0,3,0,101,86,39,15,0,235218
2,3,1,9,3,3,5,3,1,101,86,39,15,0,164877
18,3,11,15,3,14,5,3,1,101,86,39,15,1,272087
59,3,11,15,4,9,4,3,0,101,86,39,15,0,169699
30,6,13,8,3,10,2,3,0,101,86,80,15,0,189762
21,3,13,8,4,9,1,0,0,101,86,90,15,0,202191
69,3,13,8,4,14,0,0,1,101,86,91,15,0,212261
27,7,2,2,0,2,4,3,0,101,86,39,15,0,301568
47,2,11,15,0,9,1,3,0,101,86,62,15,0,155233
61,3,1,9,6,8,4,3,0,101,86,39,15,0,75826
8,2,11,15,3,7,5,3,1,101,86,39,15,0,201520
42,3,11,15,4,14,0,3,1,19,86,39,15,0,154236
67,3,13,8,4,12,0,0,1,101,86,72,15,0,289227
32,3,11,15,4,2,4,3,0,101,86,62,15,0,217439
32,3,11,15,4,8,0,3,0,101,86,57,15,0,179020
42,3,13,8,3,13,5,3,1,101,86,39,15,0,149624
65,3,12,7,3,5,5,3,1,101,86,39,15,1,337266
59,6,11,15,4,10,0,3,0,101,86,67,15,0,30796
35,3,13,8,3,12,5,3,1,101,86,39,15,0,103541
15,3,11,15,4,12,1,3,1,101,86,39,15,0,206721
56,3,11,15,3,13,5,3,1,101,86,39,15,0,96773
44,3,9,4,4,2,4,3,0,101,86,41,15,0,200967
58,3,11,15,1,9,1,3,0,101,86,39,15,0,180019
20,3,8,10,2,0,1,3,0,101,86,39,15,1,179866
3,2,8,10,2,4,1,3,0,101,86,2,15,0,198770
32,3,13,8,4,0,0,3,0,101,86,93,15,0,219256
67,3,13,8,4,7,0,3,1,101,86,25,15,0,248730
8,3,13,8,2,11,4,3,0,101,86,39,15,0,110732
8,3,11,15,2,12,1,3,0,101,86,39,15,0,181020
54,3,11,15,2,9,4,3,0,101,86,93,15,0,183791
24,0,0,14,3,4,2,3,0,101,86,39,15,1,42972
42,3,11,15,4,4,0,3,1,101,86,39,15,0,134813
29,7,11,15,3,13,5,3,1,101,86,2,1,1,115438
8,3,6,6,3,4,5,3,1,101,46,23,15,1,239296
8,3,13,8,3,9,5,3,1,101,86,39,15,0,428420
51,3,11,15,4,13,1,0,0,101,86,39,15,0,247846
59,6,11,15,4,10,4,3,0,101,86,39,15,0,334105
49,4,0,14,3,4,5,3,1,101,86,29,15,1,100793
68,3,11,15,3,13,5,0,1,101,86,57,15,0,244478
1,3,5,5,4,4,4,3,0,101,86,39,15,0,142921
61,3,11,15,3,0,5,3,1,101,86,2,15,1,182863
2,3,14,1,3,8,5,0,1,101,86,39,15,0,171128
21,3,11,15,3,8,2,3,0,101,86,90,15,0,145402
44,3,1,9,3,3,5,3,1,101,86,39,15,0,306309
56,3,6,6,3,4,5,3,1,101,86,39,15,0,83822
