34,7,6,15,1,1,3,2,1,52,60,48,16,1,366425
38,7,7,0,2,14,4,2,1,63,60,89,16,0,244602
6,7,5,11,0,1,0,2,1,63,60,42,16,1,174201
69,6,10,9,0,8,0,2,1,63,60,42,16,0,110199
59,6,0,4,2,14,3,0,1,63,60,42,16,0,149248
10,6,2,1,2,11,4,2,1,63,60,42,16,0,105363
17,7,8,14,0,6,5,2,0,69,60,42,16,0,216390
45,1,5,11,0,3,0,2,1,63,60,48,28,0,361888
62,7,2,1,2,4,3,2,1,63,60,19,16,0,74784
62,7,2,1,0,1,0,2,1,113,60,23,16,1,118089
33,7,0,4,2,1,4,2,1,63,60,66,16,0,138513
7,1,2,1,0,6,4,3,1,63,60,48,9,0,100252
10,1,0,4,5,7,3,2,0,71,60,42,16,0,241297
23,7,2,1,2,4,4,2,1,63,60,42,16,0,39764
66,7,10,9,2,14,3,2,1,63,60,43,16,0,30690
31,7,10,9,5,2,3,2,0,63,60,84,16,0,316185
7,7,11,6,0,8,0,2,1,63,60,7,16,0,110239
16,8,2,1,0,1,0,2,1,12,60,42,16,1,278076
0,4,0,4,2,13,4,2,0,63,60,3,16,0,259169
43,7,6,15,0,13,0,2,1,63,60,19,16,1,136986
6,7,0,4,0,8,0,2,1,63,60,42,16,0,154227
19,7,2,1,0,3,0,2,1,63,60,42,37,0,117774
61,1,2,1,0,12,0,2,1,63,60,42,16,0,174308
10,7,5,11,0,4,0,2,1,63,60,42,20,1,189721
37,1,15,7,0,12,0,2,1,63,60,42,16,0,229125
54,7,2,1,0,6,0,2,1,63,60,42,16,0,341294
12,7,0,4,0,13,0,2,1,63,19,16,16,1,102583
25,7,14,5,0,13,0,2,1,63,60,48,16,1,64874
16,2,5,11,0,1,0,2,1,86,60,42,16,1,129432
43,7,0,4,5,11,2,2,0,63,60,10,16,0,163331
45,7,0,4,0,12,0,2,1,63,60,48,16,0,38245
0,4,2,1,1,1,3,2,0,63,60,60,16,0,167816
51,7,2,1,0,1,0,2,1,63,73,23,16,1,152307
23,0,0,4,2,0,4,2,0,63,60,42,16,0,249087
57,1,2,1,5,11,1,2,0,63,60,3,16,0,136684
45,1,2,1,2,12,1,2,1,63,60,48,16,0,241126
67,4,8,14,0,14,0,2,1,63,60,42,16,0,287277
5,7,9,12,0,14,0,2,1,63,60,42,18,0,188644
7,7,0,4,2,1,4,0,0,63,60,42,16,0,182833
32,7,5,11,2,6,3,2,0,63,60,63,16,0,434463
57,7,5,11,0,1,0,2,1,63,42,65,16,1,312818
33,6,0,4,2,13,4,2,0,63,60,42,7,0,173534
35,7,2,1,0,3,0,2,1,63,60,42,16,0,204235
48,7,0,4,0,8,0,2,1,63,60,0,16,1,193165
47,7,0,4,1,9,2,0,0,63,60,60,16,0,175133
62,7,5,11,2,9,3,2,0,63,60,60,16,0,161538
26,7,5,11,2,3,4,2,0,63,60,3,6,0,177787
4,1,2,1,1,14,3,2,1,63,60,19,16,0,176280
0,0,0,4,2,0,4,0,1,63,60,86,16,0,174233
33,7,2,1,2,8,4,2,0,63,60,42,16,0,157893
7,7,14,5,2,13,3,0,1,63,60,3,16,0,296462
69,7,5,11,0,11,0,3,1,63,60,42,33,0,136951
46,7,2,1,2,11,3,2,0,63,60,42,16,0,87771
33,7,0,4,2,11,4,0,1,63,60,19,16,0,206008
59,7,8,14,0,4,0,2,1,63,60,42,16,0,340288
15,1,14,5,6,13,3,2,1,63,60,42,16,1,124015
52,2,14,5,6,1,2,3,1,63,60,23,15,0,262777
36,4,2,1,2,4,2,3,1,63,17,23,16,0,82393
52,4,2,1,0,8,0,2,1,63,60,42,16,0,141875
37,7,14,5,2,3,4,2,0,63,60,42,16,0,60288
0,7,8,14,2,6,4,2,1,63,60,42,16,0,366088
2,6,6,15,0,13,0,2,1,63,24,34,26,1,254285
39,4,2,1,1,9,3,2,0,63,60,7,16,0,100734
1,6,0,4,2,9,2,0,0,63,60,19,16,0,534775
32,8,0,4,2,11,3,0,0,63,60,91,16,0,189944
12,2,2,1,0,3,0,2,1,63,60,42,16,0,195727
25,7,0,4,0,1,0,2,1,63,60,7,16,1,160035
8,0,15,7,0,0,0,2,1,63,60,42,16,0,117778
68,1,0,4,1,1,2,2,0,63,60,19,16,0,199596
33,7,2,1,2,11,4,2,0,63,60,16,16,0,199444
27,7,5,11,2,3,3,2,1,63,60,23,16,0,211743
54,7,3,8,0,7,0,2,1,63,60,48,18,0,56121
5,4,2,1,1,12,3,1,1,63,60,42,0,1,228723
10,7,2,1,5,14,3,2,0,63,60,60,16,0,131869
23,6,2,1,2,11,3,2,1,63,60,42,16,0,318382
27,7,2,1,0,13,0,2,1,63,15,68,16,0,130304
19,7,13,2,0,1,0,2,1,52,60,42,16,1,294913
61,7,8,14,0,6,0,2,1,63,60,19,16,1,147258
27,7,5,11,0,1,0,2,1,63,24,7,16,1,116539
23,7,0,4,2,14,1,2,0,121,60,66,16,0,168187
