7,3,14,1,0,14,2,0,0,111,68,42,31,1,77516
21,6,14,1,5,11,1,0,0,91,68,41,31,1,83311
60,8,7,14,1,5,2,0,0,91,68,42,31,1,215646
33,8,5,4,5,5,1,1,0,91,68,42,31,1,234721
45,8,14,1,5,6,0,1,1,91,68,42,29,1,338409
65,8,9,0,5,11,0,0,1,91,68,42,31,1,284582
50,8,3,15,4,10,2,1,1,91,68,68,26,1,160187
12,6,7,14,5,11,1,0,0,91,68,86,31,0,209642
52,8,9,0,0,6,2,0,1,96,68,74,31,0,45781
4,8,14,1,5,11,1,0,0,110,68,42,31,0,159449
65,8,12,11,5,11,1,1,0,91,68,54,31,0,280464
1,3,14,1,5,6,1,2,0,91,68,42,41,0,141297
36,8,14,1,0,14,3,0,1,91,68,0,31,1,122272
31,8,8,6,0,7,2,1,0,91,68,74,31,1,205019
2,8,4,13,5,12,1,2,0,91,68,42,13,0,121772
53,8,0,2,5,3,1,3,0,91,68,86,34,1,245487
66,6,7,14,0,8,3,0,0,91,68,87,31,1,176756
31,8,7,14,0,2,5,0,0,91,68,42,31,1,186824
60,8,5,4,5,7,1,0,0,91,68,74,31,1,28887
22,6,9,0,1,11,5,0,1,91,68,86,31,0,292175
2,8,11,7,5,6,1,0,0,91,68,38,31,0,193524
57,8,7,14,3,10,5,1,1,91,68,72,31,1,302146
59,7,3,15,5,8,1,1,0,91,68,42,31,1,76845
22,8,5,4,5,3,1,0,0,91,64,42,31,1,117037
56,8,7,14,1,4,5,0,1,91,68,42,31,1,109015
26,4,14,1,5,4,1,0,0,91,68,42,31,0,216851
29,8,7,14,0,12,3,0,0,91,68,42,31,1,168294
57,5,12,11,5,9,1,2,0,91,68,38,5,0,180211
7,8,7,14,1,11,2,0,0,91,68,54,31,1,367260
50,8,7,14,5,12,1,0,0,91,68,42,31,1,193366
36,4,8,6,0,13,2,0,0,91,68,29,31,1,190709
15,8,12,11,0,7,3,1,0,91,68,92,31,1,266015
61,8,14,1,1,11,3,0,0,91,50,42,31,1,386940
1,7,12,11,5,14,3,0,0,91,68,42,31,1,59951
10,3,12,11,5,10,1,1,0,91,68,73,31,1,311512
42,8,5,4,0,2,5,0,0,91,68,42,16,1,242406
9,8,12,11,0,2,3,0,0,91,68,42,31,1,197200
