1,29,63,1,1
1,10,82,1,1
0,14,86,1,1
0,42,65,1,1
1,29,80,1,1
1,42,21,1,1
0,42,98,1,1
0,8,103,0,1
1,36,12,1,1
0,10,51,1,1
0,14,1,1,1
0,14,44,1,1
1,38,20,1,1
1,8,88,1,1
1,37,114,1,1
1,1,1,1,1
1,9,96,0,1
1,27,97,0,1
1,2,52,0,1
0,13,3,0,1
1,27,79,0,1
0,9,42,0,1
1,13,15,0,1
0,27,79,0,1
1,2,69,0,1
1,9,82,0,1
1,11,52,0,1
0,9,62,0,1
1,1,86,1,1
1,18,88,1,1
1,18,95,1,1
0,42,100,0,1
0,32,19,1,1
0,22,48,1,1
1,42,45,1,1
1,10,37,1,1
0,25,52,1,1
1,24,42,1,1
0,14,5,1,1
0,42,4,1,1
0,42,35,1,1
0,25,87,1,1
1,10,102,1,1
1,24,59,1,1
0,22,98,1,1
1,19,82,1,1
1,36,84,1,1
0,42,57,1,1
1,24,94,0,1
0,18,53,1,1
0,4,75,1,1
0,37,48,1,1
0,1,27,1,1
0,10,69,1,1
0,42,21,1,1
0,4,13,1,1
0,19,113,1,1
1,22,84,1,1
1,35,88,1,1
0,8,76,1,1
1,42,82,1,1
1,36,32,1,1
0,19,77,1,1
1,8,71,0,1
0,6,27,1,1
1,4,21,1,1
1,4,63,1,1
0,19,114,1,1
0,35,17,1,1
0,18,74,1,1
1,36,1,1,1
0,4,37,1,1
0,38,69,1,1
0,25,54,1,1
1,8,88,1,1
1,33,70,0,1
1,37,44,1,1
0,35,37,1,1
0,22,32,1,1
0,14,35,1,1
1,24,1,1,1
1,0,106,1,1
1,38,42,1,1
1,10,38,1,1
0,24,105,1,1
0,18,66,0,1
1,4,13,1,1
0,22,8,1,1
1,14,36,1,1
1,10,99,1,1
1,35,36,1,1
0,24,91,1,1
1,14,59,1,1
0,1,52,1,1
0,1,27,1,1
0,10,48,1,1
0,10,96,1,1
1,22,26,0,1
1,10,33,1,1
0,22,0,1,1
1,42,38,1,1
1,22,39,1,1
0,8,20,1,1
0,25,50,0,1
0,29,31,1,1
1,32,5,1,1
0,14,72,1,1
1,42,53,1,1
1,14,20,1,1
0,40,1,1,1
0,0,30,1,1
0,12,30,1,1
1,40,25,1,1
1,12,13,1,1
1,30,1,1,1
1,21,65,1,1
1,10,46,1,1
1,3,44,1,1
1,21,39,1,1
1,23,39,1,1
0,3,46,1,1
1,12,5,1,1
0,21,46,1,1
1,10,85,1,1
0,23,87,1,1
0,0,25,1,1
1,30,51,1,1
1,14,75,1,1
1,24,35,1,1
0,14,98,1,1
1,18,21,1,1
1,25,4,1,1
1,24,32,1,1
0,32,74,1,1
0,22,13,1,1
1,19,17,1,1
0,38,114,1,1
1,24,49,0,1
0,22,39,1,1
1,29,96,1,1
1,29,8,1,1
0,37,74,1,1
1,10,39,1,1
1,24,53,1,1
0,33,96,1,1
0,4,53,1,1
0,42,6,0,1
0,23,62,1,1
1,1,25,1,1
1,38,95,1,1
0,14,59,1,1
1,23,23,1,1
1,18,80,1,1
0,3,99,1,1
1,21,73,1,1
0,18,59,1,1
1,2,39,1,1
1,1,46,1,1
1,14,62,1,1
0,8,94,0,1
1,8,90,0,1
1,36,45,1,1
0,12,12,1,1
1,10,11,1,1
0,25,67,1,1
0,37,20,1,1
0,35,13,1,1
0,10,30,1,1
1,1,55,0,1
0,1,73,1,1
1,32,38,1,1
1,33,40,1,1
0,14,66,1,1
0,33,86,1,1
0,33,5,1,1
0,19,52,1,1
0,10,73,1,1
1,36,79,1,1
1,4,69,1,1
0,18,58,1,1
1,14,19,1,1
0,18,30,1,1
0,8,76,0,1
1,25,86,1,1
0,25,78,1,1
1,18,77,1,1
0,38,114,1,1
0,25,15,1,1
1,10,5,1,1
1,22,75,1,1
1,4,98,1,1
0,29,97,1,1
1,1,86,1,1
1,29,47,1,1
1,22,53,1,1
1,33,86,1,1
0,24,84,1,1
0,38,81,1,1
1,14,1,1,1
1,10,79,1,1
1,10,108,1,1
1,11,95,1,1
0,0,92,0,1
0,23,30,1,1
0,7,111,0,1
0,9,73,1,1
0,41,104,0,1
0,34,14,1,1
0,21,28,0,1
0,2,79,1,1
0,13,6,0,1
1,34,103,0,1
0,6,106,1,1
1,10,21,1,1
1,9,86,1,1
0,31,102,0,1
1,11,51,1,1
1,21,22,1,1
0,2,6,1,1
1,6,43,0,1
0,23,1,1,1
1,10,16,0,1
1,12,34,0,1
1,31,107,0,1
0,10,78,1,1
1,12,85,1,1
0,3,18,0,1
1,5,24,0,1
0,21,5,1,1
0,30,1,0,1
0,10,10,0,1
1,0,106,1,1
1,21,49,0,1
1,11,20,0,1
0,40,70,1,1
1,2,84,0,1
1,21,65,1,1
0,12,1,1,1
0,2,114,1,1
0,26,43,0,1
1,30,50,0,1
1,40,39,1,1
0,16,38,0,1
0,5,61,0,1
0,23,5,1,1
0,15,110,0,1
0,10,99,1,1
0,20,109,0,1
1,23,44,1,1
0,10,64,0,1
0,17,108,1,1
1,12,44,1,1
0,13,92,0,1
0,12,110,0,1
0,16,48,1,1
0,34,45,0,1
0,23,5,1,1
1,21,65,1,1
0,7,56,0,1
0,27,93,0,1
0,10,116,1,1
1,3,34,0,1
0,41,89,0,1
0,10,5,1,1
1,13,45,0,1
0,30,102,0,1
1,21,46,1,1
1,12,95,1,1
0,9,34,0,1
1,21,25,1,1
0,39,24,1,1
0,6,80,0,1
1,31,106,0,1
1,0,9,0,1
0,20,97,0,1
1,20,95,0,1
1,40,30,1,1
1,11,38,0,1
0,34,11,0,1
0,16,81,0,1
0,6,38,0,1
1,10,25,1,1
1,12,47,0,1
0,34,31,0,1
1,13,29,1,1
0,12,115,0,1
0,12,105,1,1
0,13,101,0,1
1,23,84,1,1
0,12,22,0,1
1,0,92,0,1
1,11,53,0,1
1,41,108,0,1
1,12,116,1,1
0,10,65,1,1
0,3,17,1,1
1,30,33,0,1
0,39,70,0,1
1,27,84,1,1
1,2,76,0,1
0,7,11,0,1
1,13,95,0,1
0,12,100,0,1
1,12,84,0,1
0,21,78,1,1
1,30,57,1,1
0,15,92,1,1
0,9,54,0,1
1,3,89,0,1
0,40,99,1,1
0,30,47,1,1
1,0,6,0,1
0,40,99,1,1
0,11,29,0,1
0,0,84,1,1
0,0,46,0,1
0,28,61,0,1
1,10,13,1,1
1,27,75,0,1
1,3,78,1,1
0,34,101,0,1
0,26,114,0,1
1,23,44,1,1
0,13,62,0,1
0,13,93,0,1
0,23,78,1,1
1,23,5,1,1
0,30,46,1,1
1,3,66,0,1
0,9,49,0,1
1,40,87,1,1
0,13,83,0,1
1,30,51,1,1
1,21,51,1,1
1,20,78,0,1
0,3,57,1,1
1,7,34,0,1
1,10,84,1,1
0,40,13,1,1
1,0,109,0,1
0,26,61,0,1
1,10,46,1,1
0,40,51,1,1
0,9,87,0,1
1,9,2,0,1
0,23,17,1,1
1,26,5,0,1
0,28,102,0,1
1,0,116,1,1
1,40,25,1,1
0,40,54,0,1
1,12,46,1,1
0,30,45,0,1
0,12,65,1,1
1,3,7,0,1
1,31,58,0,1
1,28,47,0,1
0,23,5,1,1
1,21,30,0,1
1,30,57,1,1
1,39,68,0,1
0,26,58,0,1
0,9,99,0,1
0,30,84,1,1
1,30,61,0,1
0,6,3,0,1
0,7,73,0,1
1,2,38,0,1
1,40,30,1,1
0,28,97,0,1
0,31,60,0,1
1,31,27,0,1
0,0,33,1,1
1,6,104,0,1
0,12,1,1,1
0,2,75,0,1
0,2,95,1,1
0,30,85,1,1
1,23,32,0,1
0,7,69,0,1
1,30,41,1,1
1,13,12,0,1
0,17,112,0,1
1,11,52,0,1
0,20,12,0,1
1,5,78,0,1
0,11,108,0,1
1,0,30,1,1
1,9,58,0,1
0,13,72,0,1
1,13,12,0,1
1,9,69,0,1
0,27,23,0,1
1,31,106,0,1
0,0,39,1,1
0,2,15,0,1
1,15,69,0,1
0,16,82,0,1
1,3,12,1,1
0,11,81,0,1
