8,0,6,5,2,3,3,1,0,60,37,16,4,1,34278
39,0,11,0,6,2,2,1,0,60,37,16,29,1,244698
72,0,6,5,2,3,3,3,0,60,37,42,4,1,118286
42,0,13,2,3,8,0,1,0,60,37,27,22,1,126675
54,0,15,9,2,0,2,1,0,60,37,1,4,1,28367
72,0,13,2,3,11,0,1,0,64,37,42,4,0,128715
40,0,2,3,6,11,0,1,1,60,37,42,4,1,254746
72,6,1,15,2,3,3,4,0,60,37,31,31,1,167106
65,5,6,5,3,11,4,3,1,60,37,13,4,1,283918
60,0,11,0,0,8,0,2,0,60,37,16,29,1,176146
33,6,14,10,2,8,3,1,0,60,37,62,4,1,257126
8,0,6,5,6,13,4,1,0,60,37,78,4,1,83756
1,4,8,1,3,14,0,0,0,60,37,78,4,1,119197
71,0,15,9,2,14,3,1,0,2,37,42,4,0,186172
37,0,8,1,0,13,0,1,0,54,37,76,20,0,109133
61,0,15,9,6,11,0,1,1,60,37,16,26,1,156580
5,0,9,11,2,1,3,1,0,60,37,42,4,1,154342
26,0,8,1,2,14,3,1,0,60,37,42,22,0,202812
41,0,13,2,3,8,0,1,0,60,37,42,4,1,367533
34,6,6,5,6,2,5,1,0,60,37,76,4,1,27242
42,0,15,9,2,6,1,1,1,60,37,25,4,1,98948
63,0,13,2,2,4,3,1,0,60,37,42,4,1,123157
33,0,2,3,3,14,4,1,1,60,37,42,4,1,142411
66,0,10,6,3,14,0,1,0,60,37,42,4,0,303692
16,0,6,5,2,14,1,1,1,113,37,42,4,0,248254
63,0,15,9,3,6,0,1,1,60,37,92,4,1,192849
2,0,13,2,2,11,3,1,0,60,37,6,4,0,229124
44,0,13,2,2,11,1,1,1,60,37,56,4,1,208608
66,0,13,2,6,2,0,1,0,60,37,16,4,1,153471
37,0,15,9,2,8,3,4,0,60,37,42,28,0,355856
41,0,13,2,6,11,5,1,1,60,37,78,4,1,110732
10,0,6,5,6,4,5,1,0,60,37,42,4,1,113936
64,0,0,4,0,12,0,1,1,60,37,64,6,1,174474
69,0,6,5,2,3,3,1,0,16,37,42,4,1,146013
37,8,13,2,3,11,4,1,1,60,37,42,4,1,257588
10,3,6,5,2,10,1,1,1,60,37,56,4,1,191561
41,0,6,5,3,8,4,1,0,60,37,42,4,0,34178
16,0,8,1,2,14,3,1,0,60,37,42,27,0,174386
42,0,0,4,2,6,1,1,1,60,37,42,4,1,60135
50,0,6,5,6,11,0,1,1,60,37,62,4,1,182539
39,0,15,9,6,6,5,1,0,60,37,42,4,1,224424
26,0,2,3,2,13,3,1,0,60,8,76,4,0,54260
37,5,13,2,2,11,3,1,0,60,37,42,10,0,32528
72,0,6,5,6,8,5,1,0,60,37,42,4,1,191137
35,8,6,5,3,13,2,3,1,60,37,42,4,1,249949
1,0,6,5,3,8,0,1,0,60,37,0,4,1,142977
43,0,13,2,6,3,5,1,1,60,37,77,4,1,475028
2,6,6,5,2,13,2,1,0,4,37,62,4,0,104423
8,0,15,9,2,14,3,1,0,60,37,58,38,0,144778
46,0,6,5,3,8,0,1,0,60,37,28,4,1,193995
8,0,13,2,0,6,0,1,1,60,37,20,4,1,270522
50,8,15,9,2,1,3,1,0,60,37,7,4,0,149184
30,8,6,5,3,11,0,3,1,60,37,42,4,1,154779
45,0,8,1,6,11,0,1,1,97,37,77,4,1,50351
61,0,10,6,2,14,3,1,0,60,37,76,4,1,143069
42,0,6,5,6,7,4,1,1,60,37,42,4,1,170263
44,4,13,2,2,1,3,1,0,60,37,42,4,1,175325
14,3,15,9,2,10,3,1,0,60,37,56,4,1,243030
5,0,13,2,2,6,2,3,1,60,37,42,11,1,201062
17,0,2,3,2,11,1,1,1,60,37,11,4,1,34816
57,0,13,2,2,3,3,1,0,60,37,42,29,1,366421
41,0,13,2,2,12,3,1,0,60,37,42,4,1,309311
34,0,15,9,2,13,3,1,0,37,37,76,4,0,198282
66,0,15,9,2,7,3,1,0,60,37,78,4,1,80356
46,4,13,2,6,11,4,3,1,60,37,42,4,1,455553
0,0,13,2,2,6,3,1,0,60,37,25,4,1,165609
44,0,15,9,3,13,0,1,0,60,37,42,4,1,209109
43,3,6,5,6,10,5,4,0,60,37,41,31,1,218171
67,3,12,14,2,10,3,1,0,60,37,92,4,1,142370
60,0,13,2,2,3,3,1,0,109,37,28,4,1,266505
43,0,13,2,6,2,5,1,1,60,37,42,4,1,220819
43,0,6,5,6,6,5,1,0,60,37,88,4,1,251579
10,0,14,10,6,4,0,1,0,60,37,42,4,1,254293
10,4,6,5,6,6,5,1,1,60,37,40,4,1,157332
13,0,6,5,2,13,1,1,1,113,37,42,4,0,191856
47,6,6,5,3,14,0,1,1,60,37,42,4,1,261230
16,0,6,5,2,11,3,1,0,60,37,62,4,1,44142
46,0,13,2,6,9,5,1,0,60,37,42,4,1,112956
46,0,13,2,2,3,3,1,0,16,37,42,4,1,195096
71,6,15,9,6,2,0,1,1,60,37,42,4,1,181372
26,0,3,7,1,2,0,1,0,60,37,11,29,1,343579
65,6,6,5,6,14,0,4,0,60,37,56,4,0,83374
42,0,13,2,6,11,0,1,1,60,37,42,4,1,190194
